id|price|sex_male|sex_female|size_small|size_middle|size_big|brand_Adidog|brand_Ani moll|brand_Arnydog|brand_BARSU|brand_Brenda's pet|brand_COLLAR|brand_Cezar&Chester|brand_Cheepet|brand_DOGGLAD|brand_DOGGS|brand_DOGMODA|brand_DOLYS|brand_Darvish|brand_DiploDog|brand_Dog's style|brand_Dog-60|brand_Doggy Boom|brand_Doggy Dolly|brand_Doggy Style|brand_DoggyStar|brand_Dogs Bomba|brand_ForMyDogs|brand_GAFFY PET|brand_GavGavStyle|brand_Gerry_Alex@pet_store|brand_GlamCat|brand_HIPIDOG|brand_Happy Puppy|brand_Hype Dog|brand_JACKVILLE|brand_JOY|brand_KOMBEZ.|brand_LAIKAGAVGAV|brand_LITTLE BRO|brand_LUCKY DOG|brand_LaIra|brand_Limargy|brand_Lovely Pet|brand_LuckyDogMsk|brand_Ludwik Kraft|brand_Mar&Mar|brand_Mellingward|brand_Morya HM|brand_Mr&Mrs ТЯФ|brand_My_SmyrfiK|brand_Nothing but Love|brand_OSSO-fashion|brand_PETSROOM|brand_PIFPAF DOG|brand_PUPPIA|brand_Patrik|brand_PetBaronet|brand_PetRoMaks|brand_Petcircle|brand_Petsy|brand_Queen!|brand_Royal Dog|brand_SA Co.|brand_SCRUFFS|brand_TRAVELPET|brand_UNT|brand_UVOO|brand_Unique..|brand_Yoriki|brand_ZOOKIDS|brand_bananadog|brand_pets|brand_puppy angel|brand_red Whale|brand_wikiLAB|brand_zafira&grend|brand_Ай Да Пес|brand_Алый|brand_Атлантик|brand_БЕСТ-Зоо|brand_Бера логово|brand_ГЮ-ВАС|brand_ДжекиДог|brand_Доброзверики|brand_КУЗеР мода|brand_Космическая Белка|brand_Любимый хвостик|brand_МОНМОРАНСИ|brand_Не Один Дома|brand_Орлова Екатерина|brand_Пушистый друг|brand_Сималенд|brand_Счастливый хвост|brand_Тузик|brand_Удачная покупка|brand_стиль Д|type_дождевик|type_дубленка|type_жилет|type_комбинезон|type_костюм|type_косынка|type_куртка|type_майка|type_пакет|type_пальто|type_парка|type_платье|type_плащ|type_повязка|type_попона|type_пуховик|type_пыльник|type_рубашка|type_сарафан|type_свитер|type_снуд|type_толстовка|type_футболка|type_халат|type_худи|type_штаны|type_шуба|color_бежевый|color_белый|color_желтый|color_зеленый|color_коричневый|color_красный|color_оранжевый|color_розовый|color_синий|color_черный
1|0.06474252819178299|1|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
2|0.1092973740241306|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
3|0.1092973740241306|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
4|0.1365034303288384|1|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
5|0.2469048182320006|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0
6|0.12861761690718396|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
7|0.18090055989275292|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0
8|0.12861761690718396|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
9|0.1365034303288384|1|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
10|0.04975948269063954|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
