id|Title|Brand|Type|Sex|Size|SizeParams|SizeArray|Color|Country|Price|Image
1|Adidog / Одежда для собак мелких и средних пород. Костюм для собак. Чихуахуа. Чау-чау. Йорк. Корги.|Adidog||унисекс|для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|30,M,30;|красный||1190|images.wbstatic.net/c516x688/new/18260000/18260572-1.jpg
2|OSSO-fashion / Комбинезон из флиса для собак, кобели|OSSO-fashion|комбинезон|самец|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват талии, в см;Обхват шеи, в см;Длина спины, в см;|28-flise,28,30-34,28-32,26,28;30-flise,30,32-36,30-34,30,30;32-flise,32,34-38,32-36,30,32;35-flise,35,34-38,32-36,32,35;37-flise,37,38-42,36-40,34,37;40-flise,40,40-44,38-42,38,40;45-flise,45,44-48,42-46,54,45;50-flise,50,52-56,48-52,56,50;55-flise,55,60-64,56-60,58,55;60-flise,60,62-66,56-60,58,60;65-flise,65,62-66,58-62,60,65;70-flise,70,70-74,62-66,62,70;25-flise,25,28-32,26-30,24,25;|черный|Россия|1755|images.wbstatic.net/c516x688/new/6250000/6256826-1.jpg
3|OSSO-fashion / Комбинезон из флиса для собак, суки|OSSO-fashion|комбинезон|самка|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват талии, в см;Обхват шеи, в см;Длина спины, в см;|28-flise,28,30-34,28-32,26,28;30-flise,30,32-36,30-34,30,30;32-flise,32,34-38,32-36,30,32;35-flise,35,34-38,32-36,32,35;37-flise,37,38-42,36-40,34,37;40-flise,40,40-44,38-42,38,40;45-flise,45,44-48,42-46,54,45;50-flise,50,52-56,48-52,56,50;55-flise,55,60-64,56-60,58,55;60-flise,60,62-66,56-60,58,60;65-flise,65,62-66,58-62,60,65;70-flise,70,70-74,62-66,62,70;25-flise,25,28-32,26-30,24,25;|бордовый|Россия|1755|images.wbstatic.net/c516x688/new/6250000/6256825-1.jpg
4|OSSO-fashion / Жилет для собак "Стёжка"|OSSO-fashion|жилет|самец; самка|для крупных пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|37,37,55,37,37;40,40,61,37,40;45,45,65,47,45;50,50,76,52,50;55,55,82,57,55;60,60,86,61,60;65,65,86,67,65;70,70,99,68,70;|коричневый|Россия|2100|images.wbstatic.net/c516x688/new/15830000/15833179-1.jpg
5|OSSO-fashion / Зимний комбинезон для собак (кобели)|OSSO-fashion|пакет|самец|для крупных пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|40-1-bigsnow,40-1,60,46,40;40-2-bigsnow,40-2,70,48,40;45-1-bigsnow,45-1,65,52,45;45-2-bigsnow,45-2,70,54,45;50-1-bigsnow,50-1,70,54,50;50-2-bigsnow,50-2,85,56,50;55-1-bigsnow,55-1,80,62,55;55-2-bigsnow,55-2,90,64,55;60-1-bigsnow,60-1,90,62,60;60-2-bigsnow,60-2,105,70,60;65-1-bigsnow,65-1,100,72,65;65-2-bigsnow,65-2,110,76,65;|бежевый|Россия|3500|images.wbstatic.net/c516x688/new/14780000/14781562-1.jpg
6|DOGMODA / Комбинезон "Снеговик" (девочка)|DOGMODA|комбинезон|самка|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|2,2,39,25,24;3,3,45,29,28;4,4,52,33,32;5,5,60,38,37;|красный|Россия|2000|images.wbstatic.net/c516x688/new/17090000/17090186-1.jpg
7|Ай Да Пес / Скромный Буржуа|Ай Да Пес|комбинезон|самец; самка|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|S,S,36,28,24;M,M,42,32,26;L,L,47,36,28;XL,XL,52,40,30;2XL,2XL,56,44,33;3XL,3XL,60,48,36;4XL,4XL,60-70,50,40;|бежевый|Россия|2663|images.wbstatic.net/c516x688/new/4570000/4579704-1.jpg
8|OSSO-fashion / Комбинезон для собак от грязи, самки|OSSO-fashion|пакет|самка|для крупных пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват талии, в см;Обхват шеи, в см;Длина спины, в см;|65-1-bigsnow,65-1,100,-,72,65;45-dirt,45,52-66,44-48,42-52,45;50-dirt,50,52-72,46-64,44-54,50;55-dirt,55,64-80,54-66,48-62,55;60-dirt,60,68-92,58-78,52-62,60;65-dirt,65,72-90,62-78,54-72,65;70-dirt,70,74-104,64-92,62-72,70;|красный|Россия|2000|images.wbstatic.net/c516x688/new/11210000/11212134-1.jpg
9|OSSO-fashion / Жилет для собак "Стёжка"|OSSO-fashion|жилет|самец; самка|для крупных пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|37,37,55,37,37;40,40,61,37,40;45,45,65,47,45;50,50,76,52,50;55,55,82,57,55;55,55-1,82,57,55;60,60,86,61,60;65,65,86,67,65;70,70,99,68,70;|салатовый|Россия|2100|images.wbstatic.net/c516x688/new/9180000/9180698-1.jpg
10|Happy Puppy / Комбинезон для собак|Happy Puppy|комбинезон для собак|унисекс|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|M,2,39,25,24;L,3,45,29,28;XL,4,52,33,32;XXL,5,60,38,37;|серый|Россия|1000|images.wbstatic.net/c516x688/new/17990000/17990874-1.jpg
11|OSSO-fashion / Комбинезон для собак от грязи, самки|OSSO-fashion|пакет|самка|для крупных пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват талии, в см;Обхват шеи, в см;Длина спины, в см;|45-dirt,45,52-66,44-48,42-52,45;50-dirt,50,52-72,46-64,44-54,50;55-dirt,55,64-80,54-66,48-62,55;60-dirt,60,68-92,58-78,52-62,60;65-dirt,65,72-90,62-78,54-72,65;70-dirt,70,74-104,64-92,62-72,70;|черный|Россия|2000|images.wbstatic.net/c516x688/new/11210000/11212135-1.jpg
12|OSSO-fashion / Комбинезон для собак от грязи, кобели|OSSO-fashion|пакет|самец|для крупных пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват талии, в см;Обхват шеи, в см;Длина спины, в см;|45-dirt,45,52-66,44-48,42-52,45;50-dirt,50,52-72,46-64,44-54,50;55-dirt,55,64-80,54-66,48-62,55;60-dirt,60,68-92,58-78,52-62,60;65-dirt,65,72-90,62-78,54-72,65;70-dirt,70,74-104,64-92,62-72,70;|хаки|Россия|2000|images.wbstatic.net/c516x688/new/11210000/11215192-1.jpg
13|OSSO-fashion / Комбинезон для собак от грязи, кобели|OSSO-fashion|пакет|самец|для крупных пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват талии, в см;Обхват шеи, в см;Длина спины, в см;|45-dirt,45,52-66,44-48,42-52,45;50-dirt,50,52-72,46-64,44-54,50;55-dirt,55,64-80,54-66,48-62,55;60-dirt,60,68-92,58-78,52-62,60;65-dirt,65,72-90,62-78,54-72,65;70-dirt,70,74-104,64-92,62-72,70;|черный|Россия|2000|images.wbstatic.net/c516x688/new/11210000/11215193-1.jpg
14|OSSO-fashion / Комбинезон для собак на грязь, кобель|OSSO-fashion|комбинезон|самец|для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват талии, в см;Обхват шеи, в см;Длина спины, в см;|35-dirt,35,48-56,40-50,28-36,35;40-dirt,40,46-62,52-54,38-46,40;25-dirt,25,32-42,32-40,24-28,25;28-dirt,28,42-46,34-42,26-30,28;30-dirt,30,40-48,36-46,24-32,30;32-dirt,32,44-52,38-48,26-34,32;37-dirt,37,52-60,42-52,32-40,37;37-dirt,37-2,52-60,42-52,32-40,37;|хаки|Россия|1550|images.wbstatic.net/c516x688/new/7600000/7605343-1.jpg
15|OSSO-fashion / Жилет зимний для собак "Аляска"|OSSO-fashion|жилет|самка|для всех пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|35-alaska,35,50-58,36,32-35;25-alaska,25,32-42,28,23-25;28-alaska,28,40-48,30,25-28;30-alaska,30,42-50,32,28-30;32-alaska,32,44-54,34,30-32;37-alaska,37,52-60,38,35-37;40-alaska,40,52-62,42,37-40;45-alaska,45,58-68,50,40-45;50-alaska,50,62-76,54,45-50;55-alaska,55,74-82,62,50-55;60-alaska,60,78-92,68,55-60;65-alaska,65,82-94,72,60-65;70-alaska,70,74-104,76,65-70;|темно-серый|Россия|2350|images.wbstatic.net/c516x688/new/9550000/9556328-1.jpg
16|PetBaronet / Комбинезон зимний для собак мелких и средних пород "С-лап-сшибательный"|PetBaronet|||для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спины, в см;|M,M,37,25;XXL1,XXL,46,37;L-мелкие,L,39,27;S-мелкие,S,32,23;XL-мелкие,XL,42,32;|серебристый||1200|images.wbstatic.net/c516x688/new/14560000/14561268-1.jpg
17|ForMyDogs / Меховой комбинезон-шубка для собак девочек|ForMyDogs|комбинезон|самка|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|9,10,32,24;11,12,36,27;13,14,40,30;14,16,44,33;15,18,48,36;16,20,52,39;17,22,56,42;|светло-коричневый, пудровый, розовый|Китай|4576|images.wbstatic.net/c516x688/new/10060000/10063275-1.jpg
18|ForMyDogs / Зимний комбинезон для крупных собак (мальчики)|ForMyDogs|комбинезон|самец|для крупных пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|21,A3,60,40;22,B1,70,40;23,B2,75,45;24,B3,80,50;25,C1,75,55;26,C2,80,60;27,C3,85,65;|черный, зеленый|Китай|6078|images.wbstatic.net/c516x688/new/17500000/17506483-1.jpg
19|LUCKY DOG / Комбинезон утепленный для собак, порода "Бульдог", унисекс|LUCKY DOG|капюшон; комбинезон|унисекс|для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|M,м,60-69,39-41;L,l,63-73,42-45;|серый, желтый||2950|images.wbstatic.net/c516x688/new/17080000/17084905-1.jpg
20|OSSO-fashion / Футболка для собак|OSSO-fashion|футболка|самец; самка|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|20,20,30-32,20-24,20;22,22,32-34,20-26,22;25,25,35-37,20-28,25;28,28,36-38,20-30,28;30,30,37-39,22-32,30;32,32,39-41,24-34,32;35,35,43-45,26-36,35;|белый, королевский синий|Россия|380|images.wbstatic.net/c516x688/new/13060000/13063568-1.jpg
21|DOGMODA / Комбинезон "Снежинка" (девочка)|DOGMODA|комбинезон|самка|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|2,2,39,25,24;3,3,45,29,28;4,4,52,33,32;5,5,60,38,37;|бордовый|Россия|2100|images.wbstatic.net/c516x688/new/16740000/16740736-1.jpg
22|Ай Да Пес / Спортивный костюм для собак|Ай Да Пес|комбинезон|самец|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|S,S,36,28,24;M,M,42,32,26;L,L,47,36,28;XL,XL,52,40,30;2XL,2XL,56,44,33;3XL,3XL,60,48,36;|серый||1597|images.wbstatic.net/c516x688/new/3340000/3345896-1.jpg
23|Орлова Екатерина / Комбинезон для собак /костюм для собак /пыльник.|Орлова Екатерина||унисекс|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|S,S,28-33,18-23,17-23;M,M,34-40,23-27,23-28;L,L,40-45,27-31,28-35;XL,XL,50,32,33;|бордовый||1100|images.wbstatic.net/c516x688/new/6220000/6220244-1.jpg
24|OSSO-fashion / Жилет зимний для собак "Аляска"|OSSO-fashion|жилет|самка|для всех пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|35-alaska,35,50-58,36,32-35;25-alaska,25,32-42,28,23-25;28-alaska,28,40-48,30,25-28;30-alaska,30,42-50,32,28-30;32-alaska,32,44-54,34,30-32;37-alaska,37,52-60,38,35-37;40-alaska,40,52-62,42,37-40;45-alaska,45,58-68,50,40-45;50-alaska,50,62-76,54,45-50;55-alaska,55,74-82,62,50-55;60-alaska,60,78-92,68,55-60;65-alaska,65,82-94,72,60-65;70-alaska,70,74-104,76,65-70;|красный|Россия|2350|images.wbstatic.net/c516x688/new/9550000/9556327-1.jpg
25|OSSO-fashion / Комбинезон зимний для собак "Снежинка"|OSSO-fashion|комбинезон|самка|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|35-snowflake,35,56,40,35;20-snowflake,20,34,21,20;22-snowflake,22,38,26,22;25-snowflake,25,42,30,25;28-snowflake,28,46,34,28;30-snowflake,30,50,36,30;32-snowflake,32,54,38,32;37-snowflake,37,58,42,37;|фиолетовый|Россия|1750|images.wbstatic.net/c516x688/new/9410000/9416753-1.jpg
26|OSSO-fashion / Толстовка для собак|OSSO-fashion|толстовка|самец; самка|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|20,20,30-32,14,20;22,22,32-34,18,22;25,25,35-37,22,25;28,28,36-38,24,28;30,30,37-39,25,30;32,32,39-41,26,32;35,35,43-45,27,35;|ярко-розовый|Россия|488|images.wbstatic.net/c516x688/new/11380000/11383450-1.jpg
27|DOGMODA / Комбинезон "Чарли" девочка|DOGMODA|капюшон; комбинезон|самка|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|2,M,39,25,24;2,2,39,25,24;3,L,45,29,28;3,3,45,29,28;4,XL,52,33,32;4,4,52,33,32;5,XXL,60,38,37;|бордовый|Россия|2100|images.wbstatic.net/c516x688/new/9660000/9663165-1.jpg
28|OSSO-fashion / Комбинезон для собак от грязи, кобели|OSSO-fashion|пакет|самец|для крупных пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват талии, в см;Обхват шеи, в см;Длина спины, в см;|45-dirt,45,52-66,44-48,42-52,45;50-dirt,50,52-72,46-64,44-54,50;55-dirt,55,64-80,54-66,48-62,55;60-dirt,60,68-92,58-78,52-62,60;65-dirt,65,72-90,62-78,54-72,65;70-dirt,70,74-104,64-92,62-72,70;|какао|Россия|2000|images.wbstatic.net/c516x688/new/11210000/11215191-1.jpg
29|DOGMODA / Комбинезон для средних и крупных пород утепленный (кобель)|DOGMODA|комбинезон|самец|для крупных пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|28,28,68,56,28;35,35,68,56,35;42,42,76,54,42;47,47,80,60,47;55,54,100,66,54;64,64,104,73,64;70,70,108,77,70;|синий|Россия|3100|images.wbstatic.net/c516x688/new/4690000/4699815-1.jpg
30|OSSO-fashion / Толстовка для собак|OSSO-fashion|толстовка|самец; самка|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|20,20,30-32,14,20;22,22,32-34,18,22;25,25,35-37,22,25;28,28,36-38,24,28;30,30,37-39,25,30;32,32,39-41,26,32;35,35,43-45,27,35;|светло-бирюзовый, серый|Россия|488|images.wbstatic.net/c516x688/new/8800000/8808428-1.jpg
31|DOGMODA / Пуховик "Тренд"|DOGMODA|пуховик|унисекс|для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|2,M,39,25,24;3,L,45,29,28;4,XL,52,33,32;5,XXL,60,38,37;|синий|Россия|2500|images.wbstatic.net/c516x688/new/10710000/10712684-1.jpg
32|DOGMODA / Пуховик "Тренд"|DOGMODA|комбинезон|самка|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|2,M,39,25,24;3,L,45,29,28;3,3,45,29,28;4,XL,52,33,32;5,XXL,60,38,37;5,5,60,38,37;|бледно-розовый|Россия|2450|images.wbstatic.net/c516x688/new/9940000/9944310-1.jpg
33|OSSO-fashion / Футболка для собак|OSSO-fashion|футболка|самец; самка|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|20,20,30-32,20-24,20;22,22,32-34,20-26,22;25,25,35-37,20-28,25;28,28,36-38,20-30,28;30,30,37-39,22-32,30;32,32,39-41,24-34,32;35,35,43-45,26-36,35;|белый|Россия|380|images.wbstatic.net/c516x688/new/11190000/11195196-1.jpg
34|OSSO-fashion / Футболка для собак|OSSO-fashion|футболка|самец; самка|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|20,20,30-32,20-24,20;22,22,32-34,20-26,22;25,25,35-37,20-28,25;28,28,36-38,20-30,28;30,30,37-39,22-32,30;32,32,39-41,24-34,32;35,35,43-45,26-36,35;|белый, розовый, желтый|Россия|380|images.wbstatic.net/c516x688/new/14580000/14585650-1.jpg
35|ForMyDogs / Зимний комбинезон для крупных собак (девочки)|ForMyDogs|комбинезон|самка|для крупных пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|21,A3,60,40;22,B1,70,40;23,B2,75,45;24,B3,80,50;25,C1,75,55;26,C2,80,60;27,C3,85,65;28,D1,95,70;29,D2,100,75;30,D3,105,80;|оранжевый|Китай|6544|images.wbstatic.net/c516x688/new/17210000/17210449-1.jpg
36|OSSO-fashion / Водолазка для кошек|OSSO-fashion|свитер|унисекс|для крупных пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|M,M,30-36,17-21,28;L,L,34-40,21-26,32;XL,XL,38-44,22-36,38;|бежевый, черный|Россия|590|images.wbstatic.net/c516x688/new/10000000/10008424-1.jpg
37|Орлова Екатерина / Комбинезон для собак /костюм для собак /пыльник.|Орлова Екатерина|комбинезон|самец; самка|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|S,S,28-33,18-23,17-23;M,M,34-40,23-27,23-28;L,L,40-45,27-31,28-35;XL,XL,50,32,33;|красный|Россия|1100|images.wbstatic.net/c516x688/new/7580000/7582777-1.jpg
38|PIFPAF DOG / Куртка для собак мелких пород "Зимняя"|PIFPAF DOG|куртка; костюм|унисекс|для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|20,s,20;25,m,25;30,l,30;35,xl,35;40,xxl,40;|светло-синий, темно-синий, белый||1865|images.wbstatic.net/c516x688/new/17190000/17192149-1.jpg
39|DOGMODA / Комбинезон "Снежинка" унисекс|DOGMODA|комбинезон|унисекс|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|2,2,39,25,24;3,3,45,29,28;4,4,52,33,32;5,5,60,38,37;|темно-синий|Россия|2100|images.wbstatic.net/c516x688/new/16740000/16740737-1.jpg
40|PIFPAF DOG / Куртка для собак мелких пород "Зимняя"|PIFPAF DOG|куртка; костюм|унисекс|для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|20,s,20;25,m,25;30,l,30;35,xl,35;40,xxl,40;|желтый, бирюзовый, белый||1865|images.wbstatic.net/c516x688/new/17190000/17192150-1.jpg
41|ForMyDogs / Комбинезон для собак|ForMyDogs|комбинезон|самка|для крупных пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|21,A3,60,40;22,B1,70,40;23,B2,75,45;24,B3,80,50;25,C1,75,55;26,C2,80,60;27,C3,85,65;28,D1,95,70;29,D2,100,75;|розовый, фиолетовый|Китай|5778|images.wbstatic.net/c516x688/new/18820000/18824755-1.jpg
42|LUCKY DOG / Комбинезон утепленный для собак, порода "Бульдог", унисекс|LUCKY DOG|капюшон; комбинезон|унисекс|для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|M,М,60-69,39-41;L,L,63-73,42-45;|салатовый||3190|images.wbstatic.net/c516x688/new/9980000/9988693-1.jpg
43|ForMyDogs / Зимний облегчённый комбинезон для собак розовый (девочки)|ForMyDogs|комбинезон|самка|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|8,8,27,21;9,10,32,24;10,10Chh,34,24;11,12,36,27;12,12Chh,38,27;13,14,40,30;14,16,44,33;15,18,48,36;16,20,52,39;|розовый||4051|images.wbstatic.net/c516x688/new/16000000/16008266-1.jpg
44|ForMyDogs / Зимний комбинезон для крупных собак зеленый (мальчики)|ForMyDogs|комбинезон|самец|для крупных пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|21,A3,60,40;22,B1,70,40;23,B2,75,45;24,B3,80,50;25,C1,75,55;26,C2,80,60;27,C3,85,65;28,D1,95,70;29,D2,100,75;30,D3,105,80;|зеленый||6547|images.wbstatic.net/c516x688/new/17860000/17861789-1.jpg
45|DOGMODA / Комбинезон Классик девочка|DOGMODA|комбинезон|самка|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|2,2,39,25,24;3,3,45,29,28;4,4,52,33,32;5,5,60,38,37;|розовая фуксия|Россия|1700|images.wbstatic.net/c516x688/new/17890000/17892169-1.jpg
46|OSSO-fashion / Комбинезон зимний для собак "Снежинка"|OSSO-fashion|пакет|самец|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|35-snowflake,35,56,40,35;20-snowflake,20,34,21,20;22-snowflake,22,38,26,22;25-snowflake,25,42,30,25;28-snowflake,28,46,34,28;30-snowflake,30,50,36,30;32-snowflake,32,54,38,32;37-snowflake,37,58,42,37;|синий|Россия|1750|images.wbstatic.net/c516x688/new/9410000/9416754-1.jpg
47|Ай Да Пес / Комбинезон Охотник за солнцем|Ай Да Пес|комбинезон|самец|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|S,S,36,28,24;M,M,42,32,26;L,L,47,36,28;XL,XL,52,40,30;2XL,2XL,56,44,33;3XL,3XL,60,48,36;|хаки|Россия|2574|images.wbstatic.net/c516x688/new/4640000/4644677-1.jpg
48|OSSO-fashion / Комбинезон весенний для собак (самки)|OSSO-fashion|пакет|самка|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|35-spring,35,60,30-40,35;37-spring,37,64,32-44,37;30-spring,30,52,26-36,30;32-spring,32,56,28-38,32;40-spring,40,66,34-50,40;28-spring,28,48,22-32,28;|оранжевый|Россия|1200|images.wbstatic.net/c516x688/new/11220000/11222984-1.jpg
49|DOGMODA / Комбинезон "Снежинка" (девочка)|DOGMODA|комбинезон|самка|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|3,3,45,29,28;4,4,52,33,32;|розовая фуксия|Россия|2100|images.wbstatic.net/c516x688/new/18590000/18597008-1.jpg
50|DOGMODA / Пуховик (унисекс)|DOGMODA|комбинезон|унисекс|для средних и малых пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|3,3,45,29,28;4,4,52,33,32;5,5,60,38,37;|зеленый|Россия|2500|images.wbstatic.net/c516x688/new/18480000/18481248-1.jpg
51|OSSO-fashion / Жилет зимний для собак "Аляска"|OSSO-fashion|жилет|самка|для всех пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|35-alaska,35,50-58,36,32-35;25-alaska,25,32-42,28,23-25;28-alaska,28,40-48,30,25-28;30-alaska,30,42-50,32,28-30;32-alaska,32,44-54,34,30-32;37-alaska,37,52-60,38,35-37;40-alaska,40,52-62,42,37-40;45-alaska,45,58-68,50,40-45;50-alaska,50,62-76,54,45-50;55-alaska,55,74-82,62,50-55;60-alaska,60,78-92,68,55-60;65-alaska,65,82-94,72,60-65;70-alaska,70,74-104,76,65-70;|салатовый|Россия|2350|images.wbstatic.net/c516x688/new/9550000/9556326-1.jpg
52|OSSO-fashion / Поло для собак|OSSO-fashion|футболка-поло|унисекс|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|20,20,30-32,20-24,20;22,22,32-34,20-26,22;25,25,35-37,20-28,25;28,28,36-38,20-30,28;30,30,37-39,22-32,30;32,32,39-41,24-34,32;35,35,43-45,26-36,35;|белый, зеленый|Россия|369|images.wbstatic.net/c516x688/new/14400000/14403053-1.jpg
53|OSSO-fashion / Водолазка для кошек утепленная|OSSO-fashion|пакет|самка|для крупных пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|M,M,30-36,17-21,28;L,L,34-40,21-26,32;XL,XL,38-44,22-36,38;|серый меланж|Россия|590|images.wbstatic.net/c516x688/new/10110000/10116198-1.jpg
54|PIFPAF DOG / Куртка для собак мелких пород "Зимняя"|PIFPAF DOG|куртка; костюм|унисекс|для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|20,s,20;25,m,25;30,l,30;35,xl,35;40,xxl,40;|темно-коричневый, красно-оранжевый, белый||1865|images.wbstatic.net/c516x688/new/17190000/17192148-1.jpg
55|PetBaronet / Комбинезон зимний для собак мелких пород "Тёплое Местечко"|PetBaronet|комбинезон|унисекс|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спины, в см;|M,M,37,25;L-маленький,L,41,28;XL-маленький,XL,43,33;XXL-маленький,XXL,48,35;|салатовый||1300|images.wbstatic.net/c516x688/new/10220000/10224205-1.jpg
56|ForMyDogs / Зимний комбинезон для собак "Орнамент" красный (девочки)|ForMyDogs|комбинезон|самка|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|9,10,32,24;11,12,36,27;13,14,40,30;14,16,44,33;15,18,48,36;16,20,52,39;17,22,56,42;|красный||3907|images.wbstatic.net/c516x688/new/16000000/16007506-1.jpg
57|ForMyDogs / Комбинезон шубка для собак девочек|ForMyDogs|комбинезон|самка|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|8,8,27,21;9,10,32,24;10,10Chh,34,24;11,12,36,27;12,12Chh,38,27;13,14,40,30;14,16,44,33;15,18,48,36;16,20,52,39;|фиолетовый|Китай|3783|images.wbstatic.net/c516x688/new/10540000/10542747-1.jpg
58|OSSO-fashion / Комбинезон для собак на грязь, сука|OSSO-fashion|комбинезон для собак|самка|для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват талии, в см;Обхват шеи, в см;Длина спины, в см;|35-dirt,35,48-56,40-50,28-36,35;40-dirt,40,46-62,52-54,38-46,40;25-dirt,25,32-42,32-40,24-28,25;28-dirt,28,42-46,34-42,26-30,28;30-dirt,30,40-48,36-46,24-32,30;32-dirt,32,44-52,38-48,26-34,32;37-dirt,37,52-60,42-52,32-40,37;|красный|Россия|1550|images.wbstatic.net/c516x688/new/7600000/7605344-1.jpg
59|OSSO-fashion / Комбинезон зимний для собак "Снежинка"|OSSO-fashion|комбинезон|самка|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|35-snowflake,35,56,40,35;25-snowflake,25,42,30,25;28-snowflake,28,46,34,28;30-snowflake,30,50,36,30;32-snowflake,32,54,38,32;37-snowflake,37,58,42,37;|светло-коралловый|Россия|1750|images.wbstatic.net/c516x688/new/14050000/14056870-1.jpg
