id|Title|Brand|Type|Sex|Size|SizeParams|SizeArray|Color|Country|Price|Image
1953|Hype Dog / Осенний комбинезон для собак "Hype Dog" размер SM|Hype Dog|комбинезон|унисекс|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|M-мелкие,SM,35-42,23-28,24;|хаки|Россия|2990|images.wbstatic.net/c516x688/new/15910000/15912476-1.jpg
1954|LUCKY DOG / Комбинезон для собак (унисекс)|LUCKY DOG|комбинезон|самец|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|L-мелкие,L,41-45,32-35;M-мелкие,M,35-40,27-31;S-мелкие,S,30-34,22-26;XL-мелкие,XL,45-50,36-39;|белый, черный, серый|Россия|2230|images.wbstatic.net/c516x688/new/8020000/8025356-1.jpg
1955|JOY / Куртка для животных|JOY|куртка|самец; самка|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спинки, в см;|S-мелкие,S,32-33,21-23,22-25;|черный|Китай|990|images.wbstatic.net/c516x688/new/7830000/7839937-1.jpg
1956|ДжекиДог / Комбинезон для собак мелких пород|ДжекиДог|комбинезон|самка|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|L-мелкие,20,42-56,32-58,33;M-мелкие,18,36-54,30-42,30;S-мелкие,16,34-54,26-40,26;XS-мелкие,14,28-48,24-40,25;XXS-мелкие,12,26-44,24-32,23;|бледно-розовый, белый|Россия|1500|images.wbstatic.net/c516x688/new/8140000/8145826-1.jpg
1957|ДжекиДог / Комбинезон на Корги|ДжекиДог|комбинезон|самка|для всех пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|M-крупные,50,68-95,40-48,50;S-крупные,45,65-90,42-54,45;|коричневый, салатовый, розовый|Россия|1500|images.wbstatic.net/c516x688/new/8140000/8145823-1.jpg
1958|Brenda's pet / Комбинезон для йорка|Brenda's pet|комбинезон|самец|для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|25,22,25;|серый||1500|images.wbstatic.net/c516x688/new/15780000/15785109-1.jpg
1959|Hype Dog / Осенний комбинезон для собак "Hype Dog" размер S|Hype Dog|комбинезон|унисекс|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|S,S,39-41,29-31,23-25;|синий, розовый|Россия|2990|images.wbstatic.net/c516x688/new/15900000/15906171-1.jpg
1960|Dogs Bomba / Зимний комбинезон для собак "Кармашек"|Dogs Bomba|комбинезон|самец; унисекс|для всех пород; для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спинки, в см;|2,2,28-34,26-30,24-26;3,3,32-39,28-32,25-27;4,4,32-40,28-32,28-31;6,6,40-48,33-36,33-37;7,7,54-62,36-40,38-41;|хаки||3490|images.wbstatic.net/c516x688/new/16660000/16666064-1.jpg
1961|JOY / Комбинезон для собак|JOY|комбинезон|самец|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спинки, в см;|S-мелкие,S,32-33,21-23,22-25;|зеленый|Китай|1490|images.wbstatic.net/c516x688/new/7830000/7839942-1.jpg
1962|Brenda's pet / Комбинезон для кокер-спаниеля|Brenda's pet||самка|для средних пород|Российский размер;Размер производителя;Длина спины, в см;|25,25,25;|голубой||3200|images.wbstatic.net/c516x688/new/15780000/15785097-1.jpg
1963|JOY / Футболка "Магия"|JOY|футболка|||Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спинки, в см;|S-мелкие,S,32-33,21-23,22-25;XS-мелкие,XS,27-28,20-22,18-21;|красный|Китай|790|images.wbstatic.net/c516x688/new/7830000/7839939-1.jpg
1964|Limargy / Утепленный дождевик "Leo" мальчик|Limargy|дождевик|самец|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|XS,XS,28-30,18-20,18-20;|коричневый, белый||1990|images.wbstatic.net/c516x688/new/15690000/15697947-1.jpg
1965|Любимый хвостик / Свитер для кошек. собак мелкой породы|Любимый хвостик|свитер|самец; самка|для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|40,M,40;|голубой||1635|images.wbstatic.net/c516x688/new/15970000/15973208-1.jpg
1966|Hype Dog / Осенний комбинезон для собак "Hype Dog" размер S|Hype Dog|комбинезон|унисекс|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|S,S,39-41,29-31,23-25;|хаки|Россия|1500|images.wbstatic.net/c516x688/new/15900000/15906164-1.jpg
1967|МОНМОРАНСИ / Жилет для собаки сигнальный Монморанси.|МОНМОРАНСИ|жилет|||Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|XS,XS,34,20,16;S,S,40,24,19;M,M,46,26,23;L,L,50,30,26;|салатовый|Россия|710|images.wbstatic.net/c516x688/new/14700000/14701557-1.jpg
1968|ГЮ-ВАС / Комбинезон "МИЛА" для йорка|ГЮ-ВАС|комбинезон|самка|для маленьких и средних пород; для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|XS2,3,40-44,30-32,29;|сиреневый, розовая пудра|Беларусь|1500|images.wbstatic.net/c516x688/new/16100000/16108784-1.jpg
1969|Hype Dog / Осенний комбинезон для собак "Hype Dog" размер S|Hype Dog|комбинезон|унисекс|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|S,S,39-41,29-31,23-25;|синий|Россия|1500|images.wbstatic.net/c516x688/new/15900000/15906169-1.jpg
1970|ГЮ-ВАС / Комбинезон "МИЛА" для йорка|ГЮ-ВАС|комбинезон|самка|для маленьких и средних пород; для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|XS,1,30-34,20-22,23;XS1,2,38-42,26-28,26;XS2,3,40-44,30-32,29;|малиновый, желтый|Беларусь|2400|images.wbstatic.net/c516x688/new/16100000/16108783-1.jpg
1971|Nothing but Love / Сарафан|Nothing but Love|сарафан||для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Вес, кг;Длина спины, в см;|M-средние,M-средние,50-56,11-17,43-47;|салатовый, желтый, белый|Гонконг|1500|images.wbstatic.net/c516x688/new/7390000/7392156-1.jpg
1972|Patrik / Жилет НЕЖНОСТЬ|Patrik|жилет|самка|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват талии, в см;Обхват шеи, в см;Длина спинки, в см;|1,1,25-30,26,18-19,23;2,2,30-32,26-30,20-21,25;3,3,33-35,33,22-23,27;4,4,36-38,34-35,24,29;5,5,42,38-40,26,31.5;|темно-синий, розовый|Беларусь|1500|images.wbstatic.net/c516x688/new/6590000/6599769-1.jpg
1973|Arnydog / Куртка для собак "Мята"|Arnydog|куртка|самец; самка|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спины, в см;|XS,XS,28,18;XS,XXS,28,18;S,S,34,20;M,M,38,25;|светло-бирюзовый|Россия|1500|images.wbstatic.net/c516x688/new/6740000/6743903-1.jpg
1974|PUPPIA / Одежда для собак/Жилет для собак, сверхлегкий "Vest A", бирюзовый, L|PUPPIA|жилет|унисекс||Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина тела, в см;|L,L,50,34,35;|бирюзовый||4374|images.wbstatic.net/c516x688/new/15460000/15462041-1.jpg
1975|Hype Dog / Осенний комбинезон для собак "Hype Dog" размер SM|Hype Dog|комбинезон|унисекс|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|M-мелкие,SM,35-42,23-28,24;|сиреневый, зеленый|Россия|2990|images.wbstatic.net/c516x688/new/15910000/15912482-1.jpg
1976|Ай Да Пес / Жилет Королевская Неприкосновенность Зеленая|Ай Да Пес|жилет|самец; самка|для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|5XL,5XL,70-80,50,45;4XL,4XL,60-70,50,40;6XL,6XL,75-90,51,50;7XL,7XL,75-90,52,55;8XL,8XL,80-100,54,60;9XL,9XL,80-100,56,65;|светло-зеленый|Россия|4028|images.wbstatic.net/c516x688/new/7070000/7075211-1.jpg
1977|ГЮ-ВАС / Жилет "БАРРИ" для джека рассела, утепленный|ГЮ-ВАС|жилет|унисекс|для маленьких и средних пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|S3,2,56-60,30-32,33;|салатовый, желтый||2150|images.wbstatic.net/c516x688/new/16150000/16150548-1.jpg
1978|Любимый хвостик / Футболка для кошек, собак мелкой породы|Любимый хвостик|футболка|самец; самка|для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|25,M,25;|красный, белый||1255|images.wbstatic.net/c516x688/new/15970000/15973209-1.jpg
1979|ForMyDogs / Легкий зимний комбинезон для собак белый/фиолет шёлк (девочки)|ForMyDogs|комбинезон|самка||Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|9,10,32,24;11,12,36,27;13,14,40,30;14,16,44,33;15,18,48,36;16,20,52,39;17,22,56,42;|белый, фиолетовый|Китай|5821|images.wbstatic.net/c516x688/new/14950000/14951428-1.jpg
1980|LUCKY DOG / Дождевик для собак (унисекс)|LUCKY DOG|дождевик|самка|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|L-мелкие,L,41-45,32-35;M-мелкие,M,35-40,27-31;S-мелкие,S,30-34,22-26;XL-мелкие,XL,45-50,36-39;|серый, розовый|Россия|2050|images.wbstatic.net/c516x688/new/4710000/4710549-1.jpg
1981|Ай Да Пес / Жилет для собак Охотник за солнцем|Ай Да Пес|жилет|самка|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|S,S,36,28,24;M,M,42,32,26;L,L,47,36,28;XL,XL,52,40,30;2XL,2XL,56,44,33;3XL,3XL,60,48,36;|серый||2488|images.wbstatic.net/c516x688/new/4810000/4817817-1.jpg
1982|ГЮ-ВАС / Жилет "БАРРИ" для китайской хохлатой, утепленный|ГЮ-ВАС|жилет|унисекс|для маленьких и средних пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|M1,2,48-52,34-36,32;|салатовый, желтый||2120|images.wbstatic.net/c516x688/new/16150000/16150547-1.jpg
1983|JOY / Комбинезон S для собак|JOY|комбинезон|самец|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спинки, в см;|S-мелкие,S,32-33,21-23,22-25;|серый, оранжевый|Китай|1999|images.wbstatic.net/c516x688/new/4640000/4646180-1.jpg
1984|PetRoMaks / Пыльник для собаки|PetRoMaks|пыльник|унисекс|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|L,L,54,34,31-35;||Россия|1500|images.wbstatic.net/c516x688/new/16190000/16191059-1.jpg
1985|ГЮ-ВАС / Жилет "БАРРИ" для мопса, утепленный|ГЮ-ВАС|жилет|унисекс|для маленьких и средних пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|L2,1,56-62,38-40,30;|желтый, розовый||2250|images.wbstatic.net/c516x688/new/16150000/16150551-1.jpg
1986|DOGMODA / Комбинезон для животных|DOGMODA|комбинезон|самец; самка|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|1,S,33,21,20;1,1,33,21,20;2,M,39,25,24;2,2M,39,25,24;3,L,45,29,28;4,XL,52,33,32;|розовый|Россия|1170|images.wbstatic.net/c516x688/new/7640000/7649791-1.jpg
1987|JOY / Комбинезон S для собак|JOY|комбинезон|самка|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спинки, в см;|S-мелкие,S,32-33,21-23,22-25;|бордовый|Китай|1999|images.wbstatic.net/c516x688/new/4640000/4646169-1.jpg
1988|Орлова Екатерина / Свитер для мелких пород собак/кошек|Орлова Екатерина|свитер|самец|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|S,S,28-33,18-23,17-23;M,М,34-40,23-27,23-28;L,L,40-45,27-31,28-35;|синий|Россия|990|images.wbstatic.net/c516x688/new/7000000/7007177-1.jpg
1989|DOGMODA / Комбинезон для собак Active (сука)|DOGMODA|комбинезон|самка|для крупных пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|28,28,68,56,28;35,35,68,56,35;42,42,76,54,42;47,47,80,60,47;|светло-зеленый|Россия|1500|images.wbstatic.net/c516x688/new/6170000/6179195-1.jpg
1990|Arnydog / Комбинезон Kiss Me|Arnydog|комбинезон|самец|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спины, в см;|S,S,34,20;M,M,38,25;L,L,42,30;XL,XL,48,35;|синий|Россия|1500|images.wbstatic.net/c516x688/new/6310000/6310424-1.jpg
1991|Unique.. / Жилет ZERO|Unique..|жилет|самка|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|S,S,36-41,28-32,20;|синий|Россия|2560|images.wbstatic.net/c516x688/new/4680000/4686501-1.jpg
1992|Happy Puppy / Футболка для собак "Спорт"|Happy Puppy|футболка|унисекс|для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|XL,4,52,33,32;|светло-зеленый|Индия|1500|images.wbstatic.net/c516x688/new/16570000/16575712-1.jpg
1993|Unique.. / Комбинезон TALPO, S, унисекс|Unique..|комбинезон|самец|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|S,S,36-41,28-32,20;|красный|Россия|2580|images.wbstatic.net/c516x688/new/4680000/4686483-1.jpg
1994|DOLYS / Одежда для собак / Свитер для собак / Для мелких пород|DOLYS|свитер|самец|для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|30,m,30;|серый||2100|images.wbstatic.net/c516x688/new/16620000/16624473-1.jpg
1995|ДжекиДог / Пыльник атласный двухсторонний|ДжекиДог||самец|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|S-мелкие,16,34-54,26-40,26;XS-мелкие,14,28-48,24-40,25;XXS-мелкие,12,26-44,24-32,23;|синий||1500|images.wbstatic.net/c516x688/new/7810000/7810044-1.jpg
1996|DOLYS / Одежда для собак / Свитер для собак / Для мелких пород|DOLYS|свитер|самец|для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|30,m,30;|розовый||2100|images.wbstatic.net/c516x688/new/16840000/16842895-1.jpg
1997|Hype Dog / Осенний комбинезон для собак "Hype Dog" размер L|Hype Dog|комбинезон|унисекс|для всех пород; для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|L,L,53-55,35-37,33-35;|коричневый, синий||2990|images.wbstatic.net/c516x688/new/16270000/16279180-1.jpg
1998|Dogs Bomba / Утепленная парка для собак с капюшоном|Dogs Bomba|парка|унисекс|для всех пород; для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спинки, в см;|2,2,28-34,26-30,24-26;4,4,32-40,28-32,28-31;|хаки, красный||1500|images.wbstatic.net/c516x688/new/16680000/16681901-1.jpg
1999|Орлова Екатерина / Свитер для мелких пород собак /кошек|Орлова Екатерина|свитер|самка|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Обхват шеи, в см;Длина спины, в см;|S,S,28-33,18-23,17-23;M,M,34-40,23-27,23-28;L,L,40-45,27-31,28-35;XL,XL,50,32,33;|розовый|Россия|1100|images.wbstatic.net/c516x688/new/10870000/10870733-1.jpg
2000|Petcircle / Комбинезон для собак Petcircle Диназавр, унисекс, зеленый|Petcircle|комбинезон|унисекс|для маленьких собак; для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|25,S,25;35,L,35;|зеленый||1250|images.wbstatic.net/c516x688/new/17790000/17799789-1.jpg
2001|zafira&grend / Майка для собак|zafira&grend|футболка|самец|для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|20,XS,20;|малиновый, белый||1500|images.wbstatic.net/c516x688/new/17670000/17674584-1.jpg
2002|Royal Dog / Зимний комбинезон Элегант премиум Swarovski, девочка. Для крупных пород, для французских бульдогов|Royal Dog|комбинезон|самка|для крупных пород; для средних пород|Российский размер;Размер производителя;Длина спины, в см;|35,3XL,35;|розовый||10119|images.wbstatic.net/c516x688/new/17880000/17881284-1.jpg
2003|zafira&grend / Майка для собак|zafira&grend|футболка|самец|для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|20,XS,20;|белый, черный, желтый||1400|images.wbstatic.net/c516x688/new/17670000/17674578-1.jpg
2004|Сималенд / Комбинезон демисезонный с подкладом, размер M|Сималенд|комбинезон||для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|50,M,50;|розовый|Китай|922|images.wbstatic.net/c516x688/new/16980000/16985328-1.jpg
2005|Petcircle / Комбинезон для собак Petcircle Мишутка, унисекс, бежевый|Petcircle|комбинезон|унисекс|для маленьких собак; для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|20,XS,20;30,M,30;|бежевый||1500|images.wbstatic.net/c516x688/new/17780000/17783039-1.jpg
2006|Сималенд / Комбинезон демисезонный с подкладом, размер L|Сималенд|комбинезон||для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|50,L,50;|синий|Китай|930|images.wbstatic.net/c516x688/new/16980000/16985327-1.jpg
2007|Petcircle / Комбинезон для собак Petcircle Новогодний, унисекс, красный, синий, XS|Petcircle|комбинезон|унисекс|для маленьких собак; для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|20,XS,20;|красный, синий, белый||1550|images.wbstatic.net/c516x688/new/17780000/17783036-1.jpg
2008|Petcircle / Комбинезон для собак Petcircle Львенок, унисекс, синий, оранжевый|Petcircle|комбинезон|унисекс|для маленьких собак; для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|25,S,25;35,L,35;|синяя лазурь, желто-оранжевый, красный||1550|images.wbstatic.net/c516x688/new/17780000/17783037-1.jpg
2009|Royal Dog / Кожаная куртка для собак крупных пород, для французских бульдогов|Royal Dog|куртка|унисекс|для крупных пород; для средних пород|Российский размер;Размер производителя;Длина спины, в см;|40,3XL,40;|черный||9282|images.wbstatic.net/c516x688/new/17880000/17881282-1.jpg
2010|Сималенд / Комбинезон демисезонный с подкладом, размер L|Сималенд|комбинезон||для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|50,L,50;|розовый|Китай|930|images.wbstatic.net/c516x688/new/16980000/16985326-1.jpg
2011|Сималенд / Комбинезон демисезонный с подкладом, размер M|Сималенд|комбинезон||для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|50,M,50;|синий|Китай|922|images.wbstatic.net/c516x688/new/16980000/16985329-1.jpg
2012|ForMyDogs / Комбинезон-попона для собак унисекс|ForMyDogs||унисекс|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|14,16,44,33;|голубой||4336|images.wbstatic.net/c516x688/new/17990000/17999028-1.jpg
2013|ForMyDogs / Комбинезон для собак девочек|ForMyDogs|комбинезон для собак|самка|для мелких пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|13,14,40,30;14,16,44,33;|розовый|Китай|4249|images.wbstatic.net/c516x688/new/17990000/17999023-1.jpg
2014|Сималенд / Комбинезон демисезонный с подкладом, размер S|Сималенд|комбинезон||для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|45,S,45;|синий|Китай|916|images.wbstatic.net/c516x688/new/16980000/16985331-1.jpg
2015|ForMyDogs / Костюм вязаный для собак "Олени" унисекс|ForMyDogs||унисекс|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|8,8,27,21;|синий, красный||2624|images.wbstatic.net/c516x688/new/17990000/17999030-1.jpg
2016|Сималенд / Комбинезон для собак, XL (ДС 32-34 см, ОШ 32 см, ОГ 46-48 см), розовый|Сималенд|комбинезон||для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|55,XL,55;|розовый|Россия|873|images.wbstatic.net/c516x688/new/16980000/16985297-1.jpg
2017|Пушистый друг / Жилет для собак Эконом L (46 см)|Пушистый друг|жилет|самец; самка|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;Обхват под животом, в см;|S,S,28,21,36;|черный, красный|Китай|1120|images.wbstatic.net/c516x688/new/17930000/17934847-1.jpg
2018|ForMyDogs / Комбинезон-попона для собак унисекс|ForMyDogs||унисекс|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|15,18,48,36;|розовый||4336|images.wbstatic.net/c516x688/new/17990000/17999015-1.jpg
2019|zafira&grend / Платье для собак|zafira&grend|платье|самка|все кошки; для мелких пород; для средних и малых пород|Российский размер;Размер производителя;Длина спины, в см;|30,M,30;|розовый|Россия|1500|images.wbstatic.net/c516x688/new/18110000/18113305-1.jpg
2020|zafira&grend / Платье для собак|zafira&grend|платье|самка|все кошки; для мелких пород; для средних и малых пород|Российский размер;Размер производителя;Длина спины, в см;|30,M,30;|белый, фиолетовый|Россия|2500|images.wbstatic.net/c516x688/new/18110000/18113307-1.jpg
2021|ForMyDogs / Костюм вязаный для собак "Олени" унисекс|ForMyDogs||унисекс|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|8,8,27,21;|синий||2624|images.wbstatic.net/c516x688/new/17990000/17999029-1.jpg
2022|zafira&grend / Платье для собак|zafira&grend|платье|самка|все кошки; для мелких пород; для средних и малых пород|Российский размер;Размер производителя;Длина спины, в см;|30,M,30;|белый, розовый|Россия|1500|images.wbstatic.net/c516x688/new/18110000/18113306-1.jpg
2023|Royal Dog / Спортивный костюм для собак крупных пород, для французских бульдогов|Royal Dog|костюм спортивный|унисекс|для крупных пород; для средних пород|Российский размер;Размер производителя;Длина спины, в см;|45,3XL,45;|||6474|images.wbstatic.net/c516x688/new/18100000/18109694-1.jpg
2024|ForMyDogs / Комбинезон для собак девочек|ForMyDogs||самка|для мелких пород; для средних пород|Российский размер;Размер производителя;Обхват груди, в см;Длина спинки, в см;|16,20,52,39;|серый, розовый||1500|images.wbstatic.net/c516x688/new/17990000/17999034-1.jpg
2025|zafira&grend / Платье для собак|zafira&grend|платье|самка|все кошки; для мелких пород; для средних и малых пород|Российский размер;Размер производителя;Длина спины, в см;|35,L,35;|белый, синий|Россия|1500|images.wbstatic.net/c516x688/new/18110000/18113311-1.jpg
2026|zafira&grend / Платье для собак|zafira&grend|платье|самка|все кошки; для мелких пород; для средних и малых пород|Российский размер;Размер производителя;Длина спины, в см;|30,M,30;|желтый|Россия|1500|images.wbstatic.net/c516x688/new/18110000/18113312-1.jpg
2027|Сималенд / Комбинезон "Пожарник" на флисе, XL (ДС 32-34 см, ОШ 32 см, ОГ 40-44 см), красный|Сималенд|комбинезон||для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|55,XL,55;|красный|Россия|1316|images.wbstatic.net/c516x688/new/16980000/16985290-1.jpg
2028|zafira&grend / Платье для собак|zafira&grend|платье|самка|все кошки; для мелких пород; для средних и малых пород|Российский размер;Размер производителя;Длина спины, в см;|35,L,35;|вишнево-красный, белый|Россия|1500|images.wbstatic.net/c516x688/new/18110000/18113331-1.jpg
2029|zafira&grend / Платье для собак|zafira&grend|платье|самка|все кошки; для мелких пород; для средних и малых пород|Российский размер;Размер производителя;Длина спины, в см;|30,M,30;|розовый, красный, белый|Россия|1500|images.wbstatic.net/c516x688/new/18110000/18113342-1.jpg
2030|Сималенд / Комбинезон для собак цветной, девочка, S ( дс 20-22 см, ош 26 см, ог 30-34 см)|Сималенд|комбинезон||для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|45,S,45;|голубой, розовый|Россия|975|images.wbstatic.net/c516x688/new/16980000/16985292-1.jpg
2031|zafira&grend / Платье для собак|zafira&grend|платье|самка|все кошки; для мелких пород; для средних и малых пород|Российский размер;Размер производителя;Длина спины, в см;|25,S,25;|розовый, белый|Россия|1500|images.wbstatic.net/c516x688/new/18110000/18113341-1.jpg
2032|Royal Dog / Зимний комбинезон Элегант премиум, Swarovski, унисекс. Для крупных пород, для французских бульдогов|Royal Dog|комбинезон|унисекс|для крупных пород; для средних пород|Российский размер;Размер производителя;Длина спины, в см;|35,3XL,35;|||10119|images.wbstatic.net/c516x688/new/18100000/18109699-1.jpg
2033|zafira&grend / Платье для собак|zafira&grend|платье|самка|все кошки; для мелких пород; для средних и малых пород|Российский размер;Размер производителя;Длина спины, в см;|20,XS,20;|красный, белый|Россия|1500|images.wbstatic.net/c516x688/new/18110000/18113319-1.jpg
2034|Сималенд / Комбинезон для собак, M (дс - 25 см, ог - 34 см)|Сималенд|комбинезон||для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|50,M,50;|синий|Россия|805|images.wbstatic.net/c516x688/new/16980000/16985266-1.jpg
2035|zafira&grend / Майка для собак|zafira&grend|футболка|самец|для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|20,XS,20;|розовый, мятный||1500|images.wbstatic.net/c516x688/new/18110000/18113348-1.jpg
2036|zafira&grend / Платье для собак|zafira&grend|платье|самка|все кошки; для мелких пород; для средних и малых пород|Российский размер;Размер производителя;Длина спины, в см;|20,XS,20;|белый, фиолетовый, желтый|Россия|1500|images.wbstatic.net/c516x688/new/18110000/18113315-1.jpg
2037|zafira&grend / Платье для собак|zafira&grend|платье|самка|все кошки; для мелких пород; для средних и малых пород|Российский размер;Размер производителя;Длина спины, в см;|20,XS,20;|красный|Россия|1500|images.wbstatic.net/c516x688/new/18110000/18113314-1.jpg
2038|zafira&grend / Платье для собак|zafira&grend|платье|самка|все кошки; для мелких пород; для средних и малых пород|Российский размер;Размер производителя;Длина спины, в см;|20,XS,20;|розовый, красный|Россия|1500|images.wbstatic.net/c516x688/new/18110000/18113308-1.jpg
2039|Сималенд / Комбинезон для собак, размер XL (ДС 32-34 см, ОШ 32 см, ОГ 46-48 см), красный|Сималенд|комбинезон||для мелких пород|Российский размер;Размер производителя;Длина спины, в см;|55,XL,55;|красный|Россия|873|images.wbstatic.net/c516x688/new/16980000/16985298-1.jpg
2040|zafira&grend / Платье для собак|zafira&grend|платье|самка|все кошки; для мелких пород; для средних и малых пород|Российский размер;Размер производителя;Длина спины, в см;|25,S,25;|красный, фиолетовый|Россия|1500|images.wbstatic.net/c516x688/new/18110000/18113325-1.jpg
2041|zafira&grend / Платье для собак|zafira&grend|платье|самка|все кошки; для мелких пород; для средних и малых пород|Российский размер;Размер производителя;Длина спины, в см;|20,XS,20;|белый|Россия|2500|images.wbstatic.net/c516x688/new/18110000/18113317-1.jpg
2042|zafira&grend / Платье для собак|zafira&grend|платье|самка|все кошки; для мелких пород; для средних и малых пород|Российский размер;Размер производителя;Длина спины, в см;|30,M,30;|вишневый, фиолетовый|Россия|2500|images.wbstatic.net/c516x688/new/18110000/18113330-1.jpg
2043|Royal Dog / Зимний комбинезон Элегант премиу, девочка. Для собак крупных пород, для французских бульдогов.|Royal Dog|комбинезон|самка|для крупных пород; для средних пород|Российский размер;Размер производителя;Длина спины, в см;|35,3XL,35;|||9311|images.wbstatic.net/c516x688/new/18100000/18109697-1.jpg
